name,scholar_id,affiliation,interests,citedby,num_publications,coauthors_id
Laszlo Kozma-Bognar,nyEiVF8AAAAJ,Unknown affiliation,[],5056,53,[]
Luis Orlando Morales,plzw-oUAAAAJ,Örebro University,"['Light signaling', 'Regulation of gene expression in plants', 'Plant acclimation to stress']",1419,46,"['mA1v4_8AAAAJ', 'wSfvB5UAAAAJ', 'WjrTMHUAAAAJ', 'o-71TNUAAAAJ', 'okuISq4AAAAJ', 'OTAlhssAAAAJ', 'GhtiaiQAAAAJ', 'UcBFL70AAAAJ', 'h1lUC-EAAAAJ', 'uRzpf28AAAAJ']"
Cecilia Jazmín Proietti,3AgOF0EAAAAJ,"PhD, Associate Investigator, Institute of Biology & Experimental Medicine",[],1823,80,[]
Tendry Randriamanana,1SLWUz4AAAAJ,Unknown affiliation,[],380,19,[]
Maria Kalyna,29u4W8cAAAAJ,"University of Natural Resources and Life Sciences (BOKU), Vienna, Austria","['Gene Expression Regulation', 'Alternative Splicing', 'RNA Biology']",4619,57,"['Q-zkqIkAAAAJ', 'Lw4_h_oAAAAJ', 'WOI1k94AAAAJ', '0_5sSdgAAAAJ', '6NLH3KkAAAAJ', 'dTzeLGkAAAAJ', 'rMLEC_YAAAAJ', 'y1VPyUIAAAAJ', 'Yw5AAEkAAAAJ', 'QcMfRRIAAAAJ', 'xhjW6E8AAAAJ', 'E3B64zwAAAAJ', '1aRWGR0AAAAJ', 'B6vwRnUAAAAJ', 'EcQ18H8AAAAJ', 'i811kdYAAAAJ', 'xc3ju04AAAAJ', '5T_GEJQAAAAJ', 'DJlSkxMAAAAJ', 'HR_aGToAAAAJ', 'OeWhUZIAAAAJ', 'Nbt0Xu0AAAAJ', 'E3pmOZUAAAAJ', 'cpo9rKcAAAAJ', 'amsS8EYAAAAJ', 'LiojlGoAAAAJ', 'H36hOqEAAAAJ', 'BApS0ZsAAAAJ', 'IUmsXdAAAAAJ', '0ftO6xIAAAAJ', 'g4eptesAAAAJ', 'rWVhJ94AAAAJ', 'IGNsFlAAAAAJ']"
Carlos F M Menck,Z6faNa0AAAAJ,"Microbiologia - ICB, Universidade de São Paulo","['mutagenese', 'Reparo de DNA', 'Transferencia Horizontal']",17200,686,[]
Yi Zhou,iHd7h2AAAAAJ,"School of Agriculture, Food & Wine, The University of Adelaide",['Crop physiology and cropping system'],985,62,[]
Iglesias-Pedraz Juan Manuel,7eujWgoAAAAJ,Universidad Cientifica del Sur,['Aging and Cancer'],2793,12,[]
Chongyuan Luo,bqOn0-sAAAAJ,"Assistant Professor, Department of Human Genetics, UCLA","['Epigenomics', 'Genetics', 'Neuroscience']",6253,68,"['217PMk0AAAAJ', 'eCyWVPUAAAAJ', 'lZxTkUUAAAAJ', 'ySvB67YAAAAJ', 'm1qAiOUAAAAJ', 'qi00ld8AAAAJ', 'Uzba980AAAAJ', 'E7kDxi4AAAAJ', 'tRsBTUkAAAAJ', 'ZFEcxMEAAAAJ']"
Fernando Pieckenstain,LfdJXJ4AAAAJ,"Investigador Independiente CONICET, Profesor Adjunto UNSAM",['Plant-Microbe Interactions.'],1872,52,"['dHNtC98AAAAJ', 'B4awfYoAAAAJ', 'ojSSID8AAAAJ', 'aoyL0igAAAAJ', '3eUbCBMAAAAJ', 'UxcsPQkAAAAJ', 'DW-9DMAAAAAJ', 'norbGaoAAAAJ', 'EAeobDEAAAAJ', 'CPIxfloAAAAJ', 'tMRVsS0AAAAJ', 'lAKyB0wAAAAJ', 'MQr4SGEAAAAJ', '0v4vgBEAAAAJ', '7QqHhn8AAAAJ', 'W7a_xa8AAAAJ', '3q970jgAAAAJ', 'hrDjoWkAAAAJ', '8vtBOYsAAAAJ', 'zyEKKeIAAAAJ', 'BmQQpbQAAAAJ', '8eQN4m4AAAAJ', 'X9Q_80UAAAAJ', 'cGRCjmAAAAAJ', '2hqHtdsAAAAJ', '6hEdLwsAAAAJ', 'IJRAb_cAAAAJ', 'peZ-tX0AAAAJ', 'q2IYLgwAAAAJ', 'BpXywrwAAAAJ', '7srnkUAAAAAJ', 'Le_Qj-gAAAAJ', 'Y5Y7U_sAAAAJ', 'kp4-Wm4AAAAJ', 'LSf4LOYAAAAJ']"
Daniel Kurth,s_RFb4AAAAAJ,PROIMI-CONICET,['Microbial genomics. Bioinformatics. Microbial ecology.'],1149,27,"['GksRvGUAAAAJ', '6NciAkcAAAAJ', 'Za5ovsEAAAAJ', 'Wx6rafEAAAAJ', 'IXlo9zUAAAAJ', 'IXRqLkIAAAAJ', 'RhFhIIgAAAAJ', 'oWGEj78AAAAJ', 'dST-ijMAAAAJ', 'iIPkv0IAAAAJ', 'EardHKwAAAAJ', 'IfFk0xYAAAAJ', '7Su6BJcAAAAJ', 'DGrTYwkAAAAJ', 'tlb7hIkAAAAJ']"
Silvina Ponce Dawson,2NX8v24AAAAJ,Universidad de Buenos Aires and CONICET,['Biological Physics. Nonlinear Dynamics. Pattern Formation.'],3386,183,"['LdGEpH8AAAAJ', '8zVJEt8AAAAJ', 'sdayej0AAAAJ', 'p5pr5xEAAAAJ', 'XnHBDaYAAAAJ', 'hBKWbpsAAAAJ', 'G4cgJtgAAAAJ', 'N9vE3kgAAAAJ', 'kAynSxIAAAAJ', 'EFCT1rkAAAAJ', 'VLxAj70AAAAJ', 'qauTkZoAAAAJ', 'byscCa8AAAAJ', 'O4H_dNQAAAAJ', 'TFWiQ_wAAAAJ', 'MY2nl6gAAAAJ', 'ChH3o_oAAAAJ', 'aQu_AIYAAAAJ', 'Fx2SUcwAAAAJ', 'UzwCboAAAAAJ', 'gt9B-gcAAAAJ', 'Zqd5-8gAAAAJ', 'Avse5gIAAAAJ', 'pQZaTGEAAAAJ', 'qQ51jJsAAAAJ', 'IyfrHWkAAAAJ', '2Px_7GoAAAAJ', '5qW2bucAAAAJ', 'CVxBbAQAAAAJ', '-4Kz_W0AAAAJ', 'vKA1b3YAAAAJ', 'fkoyjW4AAAAJ', 'CzxgxyUAAAAJ', 'q3x62xYAAAAJ', '0mLk5fEAAAAJ', 'Zp3V6OUAAAAJ', 'zc2P-dkAAAAJ', 'kt4V7I4AAAAJ', 'JI1pCocAAAAJ', '9YLBajYAAAAJ', 'f4_UDWEAAAAJ', 'gMzZPngAAAAJ', '6dnXNSMAAAAJ', 'fW1Ff7AAAAAJ', 'TakXk9MAAAAJ', '_xMuVSkAAAAJ', 'Bu07-8QAAAAJ', 'UBgVGVcAAAAJ', 'gsgpkf4AAAAJ', '6ZhxfuoAAAAJ', 'IC4_qIQAAAAJ', '6VEZpsYAAAAJ', '6H0KGZQAAAAJ', 'ueDjYm4AAAAJ', 'H3rdF0cAAAAJ', 'veQH7mgAAAAJ', 'SnoiZ-IAAAAJ', 'O19Ub0MAAAAJ', 'ifu_7_0AAAAJ', 'Ew1aCHgAAAAJ', 'i4Qer4kAAAAJ', 'uro3T6kAAAAJ', 'PQyQ4ZcAAAAJ', 'e8XpUUgAAAAJ', '3mzt1SMAAAAJ', 'UTzFWZ4AAAAJ', 'mV0NeGAAAAAJ', 'yB5FCJ8AAAAJ', '129kehEAAAAJ', 's8eykiUAAAAJ', 'hxhXpKsAAAAJ', 'ghcmHScAAAAJ']"
Chavdar Slavov,A_2o97cAAAAJ,University of South Florida,"['Ultrafast spectroscopy', 'photochemistry', 'photochromism', 'light-energy conversion', 'data analysis']",1076,49,"['QjaWpYkAAAAJ', '5vy4tLYAAAAJ', '3OKJOLQAAAAJ', 'STea0AIAAAAJ', 'EardHKwAAAAJ', '-SNf1wMAAAAJ', 'Rq8pyGoAAAAJ', 'C9gBJ_UAAAAJ', '6k-TkhQAAAAJ', 'vXo_jj8AAAAJ', '0xsVlf8AAAAJ', 'ZAP2okAAAAAJ', 'B3Vk8EsAAAAJ', 'sGKQTqEAAAAJ', 'qR83-xMAAAAJ', 'fKnKAgoAAAAJ', 'vniGr3sAAAAJ', 'VYSf5uIAAAAJ', '5xJPfzEAAAAJ', 'O7PY3eAAAAAJ', '5oIbbOMAAAAJ', 'JyhoLwMAAAAJ', 'Xu4rWmsAAAAJ', 'hknfegYAAAAJ', 'RXGQOgcAAAAJ', 'Nfdpnu8AAAAJ', 'TM5tbFwAAAAJ']"
Winfried Römer,jXNmA9IAAAAJ,University of Freiburg,['cell biology'],5331,117,[]
François ROUDIER,In3K-TEAAAAJ,Ecole Normale Supérieure de Lyon,"['Epigénétique', 'développement', 'différenciation']",7073,62,[]
Ana I. Caño-Delgado,0WDcbPwAAAAJ,CRAG Researcher - CSIC Assoc. Prof.,"['Plant Biology', 'Signal transduction', 'Development', 'Genetics', 'Stem Cells']",7449,78,"['e_h9ycsAAAAJ', 'EeEtku8AAAAJ', '3OVl7YIAAAAJ', 'ICvHEtQAAAAJ', 'tP5949MAAAAJ', 'rIqROoUAAAAJ', 'l8d1bLcAAAAJ', 'X_EvYE8AAAAJ', 'PgyklGAAAAAJ', 'IQHc2oAAAAAJ', 'CdiJMywAAAAJ', 'I_QcK7oAAAAJ', 'f-lEBmkAAAAJ', 'PVuuURUAAAAJ', 'fm4Wi9oAAAAJ', '7QJiJkEAAAAJ', 'Ljr2MlQAAAAJ', 'sRHVOI0AAAAJ', '2sO877UAAAAJ', '5iryyrMAAAAJ', 'gXNGsYQAAAAJ', 'tMRVsS0AAAAJ']"
Michael John Holdsworth,GuhDzAkAAAAJ,University of Nottingham,"['N-degron', 'N-end rule pathway', 'proteostasis', 'oxygen', 'hypoxia']",12700,103,"['4rqp6V8AAAAJ', 'CxDnOeoAAAAJ', 'gSR0btEAAAAJ', 'FyBlci0AAAAJ', 'Jg4rwX8AAAAJ', 'nlZ9wckAAAAJ', '5655f9IAAAAJ', 'gx1FuhUAAAAJ', '5TXBJPAAAAAJ', 'kSAA5cQAAAAJ']"
Wayne Mascarella,vTOPbOwAAAAJ,Research Triangle Institute,"['Computational Chemistry', 'Cheminformatics']",4398,127,[]
José Alfredo Curá,kONnS5AAAAAJ,Professor,['Sustainable agriculture'],1471,57,[]
Cláudia Lobato da Silva,UyFQJxgAAAAJ,"Professor de Bioengenharia, Instituto Superior Técnico",['Engenharia de Células Estaminais'],11186,873,"['JaiTJIAAAAAJ', '6MPts70AAAAJ', 'e2jpIMwAAAAJ', 'lSKRcCoAAAAJ']"
Lloyd W. Sumner,en-j3nQAAAAJ,"University of Missouri, Biochemistry Dept, Christopher S. Bond Life Sciences Center, MU Metabolomics","['metabolomics', 'specialized metabolism', 'natural products', 'terpenes']",21767,230,"['79szAXQAAAAJ', '-RIxJlkAAAAJ', '6BXzO88AAAAJ', 'lDWW5J0AAAAJ', 'bqGEr5UAAAAJ', 'nWjY6yoAAAAJ', 'u1RWUzIAAAAJ', 'CPIxfloAAAAJ', 'atV56FkAAAAJ', '8dM4Cj0AAAAJ', '8LXA9WQAAAAJ', 'frUUZZAAAAAJ', 'Dszi0U8AAAAJ', 'XLN4i1YAAAAJ', 'LSOuiGQAAAAJ', 'aTmdqpYAAAAJ', 'zW-jGycAAAAJ', '9XMkkusAAAAJ', 'O7h12QUAAAAJ', 'ZehLrSkAAAAJ', 'fAGZaAIAAAAJ', '8rLa3BMAAAAJ', 'JdUD4h0AAAAJ', 'e7_hJSAAAAAJ', 'mkllL8oAAAAJ', 'BqZXjZEAAAAJ', 'TYXMP48AAAAJ', 'k8a9WA4AAAAJ', 'gfJ8wsIAAAAJ', '8yaxZ_YAAAAJ']"
F Mark Danson,3q8cduUAAAAJ,University of Salford,['Remote sensing of the biosphere'],6616,130,"['aNQ8iMoAAAAJ', '6pJqJh4AAAAJ', '927bqacAAAAJ', 'xA1_dNQAAAAJ', 'AR9tnTsAAAAJ', 'OZQPK1sAAAAJ', 'K8DPnCEAAAAJ', 'l_e9vZAAAAAJ', 't1nSHZgAAAAJ', 'SK8kZ9cAAAAJ', 'K-LKyMcAAAAJ']"
"Xia, Yiji",WLHi-CEAAAAJ,Hong Kong Baptist University,[],8873,80,[]
Fred Baret,OZQPK1sAAAAJ,INRA-EMMAH-CAPTE,"['remote sensing', 'phenotyping', 'leaf canopy modeling', 'crop', 'global']",42567,625,"['W-Co7voAAAAJ', 'YgRkvHsAAAAJ', 'NczWU8AAAAAJ', '6iIhO3kAAAAJ', 'rXauH9AAAAAJ', '2XNlst0AAAAJ', 'TG_8BxwAAAAJ', 'czs5BCUAAAAJ', '7866HUIAAAAJ', 'o3be1b8AAAAJ', '7uwY4MgAAAAJ', 'H793nr4AAAAJ', '5IbJQPcAAAAJ', 'pu5ODT4AAAAJ', 'JvAri0MAAAAJ', 'FXeymW0AAAAJ', '6RGE_KYAAAAJ', 'GtNhn6sAAAAJ', 'rKssO4kAAAAJ', 'EAcCGNsAAAAJ', 'K8DPnCEAAAAJ', 'lSq95jYAAAAJ', 'LivmXskAAAAJ', 'eDpToKcAAAAJ', 'rqTmu5MAAAAJ', 'xpTVhawAAAAJ', 'jFUgN6MAAAAJ', 'tB7vkh8AAAAJ', 'AR9tnTsAAAAJ', 'fPmQJQ4AAAAJ', 'a70oNDcAAAAJ', '366H61QAAAAJ', 'aNQ8iMoAAAAJ', '3q8cduUAAAAJ', '7ktjVdYAAAAJ', 'sPyLa9oAAAAJ', 'um3wvKEAAAAJ', '3Rm-8d8AAAAJ', 'kE4Ne2cAAAAJ', 'lBhFXdIAAAAJ', 'nuYZ-xIAAAAJ', 'w_DZ9_wAAAAJ', 'EDFKv8gAAAAJ', 'X2xPNMcAAAAJ', 'iQk-wj8AAAAJ', 'p1KSShwAAAAJ', 'KtcT7_0AAAAJ', '20FCAaAAAAAJ', 'u2dJDjoAAAAJ', 'ulCsGIoAAAAJ', 'Mn6bQlYAAAAJ', 'YmHALxIAAAAJ', 'PjP4J0YAAAAJ', 'dzE5UfgAAAAJ', 'LVmWs2Ay7ukC', '8cgD7PYAAAAJ', '6gg1LHMAAAAJ', 'PJhqfAoAAAAJ', 'ODagamEAAAAJ', '6dEC_LQAAAAJ', 'B-V45BgAAAAJ', 'NLqcl5EAAAAJ', 'Gz140swAAAAJ', 'ldF3hbYAAAAJ', 'H3up71wAAAAJ', '4cCcxvgAAAAJ', '1lcZcRcAAAAJ', 'GlGy7vgAAAAJ', 'JWLAdeQAAAAJ', 'gfrTgMIAAAAJ', 'btVv7roAAAAJ', '_y-2jCMAAAAJ', 'tfBiJkAAAAAJ', 'AZoQ20oAAAAJ', 'TcbbHQoAAAAJ', 'lzQvgDoAAAAJ', 'GqBTwjwAAAAJ', 'RMQHYScAAAAJ', 'vlhjIy4AAAAJ', 'q6GpoQ0AAAAJ', 'rcD7U_EAAAAJ', 'awQwOrgAAAAJ', 'V27BdXkAAAAJ', '-cVinQEAAAAJ', 'yGlZWfMAAAAJ', 'A6rwFNUAAAAJ', 'UZUQ1eUAAAAJ', 'K6s2StcAAAAJ', 'uhxXDYwAAAAJ', 'qHASolwAAAAJ', '54y9ObwAAAAJ']"
Laurent Prévot,H793nr4AAAAJ,"INRAE - UMR LISAH - Montpellier, France","['Agriculture', 'Environmental Sciences & Ecology', 'Meteorology & Atmospheric Sciences', 'Remote Sensing']",2970,124,"['OZQPK1sAAAAJ', 'fPmQJQ4AAAAJ', 'W-Co7voAAAAJ', 'TG_8BxwAAAAJ', 'EDFKv8gAAAAJ', 'yGlZWfMAAAAJ', 'um3wvKEAAAAJ', 'LzGLbYAAAAAJ', 'tB7vkh8AAAAJ', 'V27BdXkAAAAJ', 'ZWSUrVYAAAAJ', '2XNlst0AAAAJ', 'EAcCGNsAAAAJ', 'IQbd_woAAAAJ', 'A6rwFNUAAAAJ', 'rqTmu5MAAAAJ', 'JWLAdeQAAAAJ', 'GtNhn6sAAAAJ', '7izRlBMAAAAJ', '-rkLVGgAAAAJ']"
Reini Luco,n6C43xoAAAAJ,Institut Curie,"['alternative splicing', 'chromatin']",3249,24,"['32WGiuQAAAAJ', 'xzVpLYoAAAAJ', '5AL9MtkAAAAJ', 'WF1qv0oAAAAJ', 'U7eeaPsAAAAJ', 'vOy8qjgAAAAJ', 'Yw5AAEkAAAAJ', 'wNge-pIAAAAJ', 'Ut-AxWkAAAAJ', 'NdpYAqcAAAAJ']"
Michael B. Eisen,z2foFg4AAAAJ,"Investigator, HHMI and Associate Professor of Molecular and Cell Biology, UC Berkeley","['Biology', 'Genetics', 'Genomics', 'Evolution', 'Development']",121147,287,[]
Michael M. Neff,9ENU67IAAAAJ,"Professor of Crop Biotechnology, Washington State University",['Plant biology'],7263,70,[]
Antoni Rafalski,aiYshBUAAAAJ,DuPont Co.,"['molecular genetics', 'genomics', 'molecular biology', 'maize']",52635,291,['5hd_tmMAAAAJ']
Peter M. Gresshoff,O4qWxUIAAAAJ,Professor CILR University of Queensland,"['legume molecular genetics', 'nodulation nitrogen fixation', 'Pongamia', 'biofuel']",28726,602,[]
Nicolas Bellora,ECvHAFoAAAAJ,"Postdoctoral Researcher, Universitat Pompeu Fabra, Spain",['Genomics'],2993,62,[]
Daniel H. Murgida,wRfnaAcAAAAJ,"INQUIMAE, University of Buenos Aires (FCEN-UBA) and CONICET","['Bioinorganic Chemistry', 'Biophysical Chemistry', 'Protein Electron Transfer', 'Raman Spectroscopy', 'Bioelectrochemistry']",5793,171,"['JQM9r0MAAAAJ', 'QqanCFUAAAAJ', 'sWgDfw8AAAAJ', 'revE1XYAAAAJ', 'd3QVBVMAAAAJ', 'X4Q1h1cAAAAJ', 'PWiQVooAAAAJ', '4JMLUGQAAAAJ', 'lsxniFsAAAAJ', 'XomYcasAAAAJ', 'jUZpbLUAAAAJ', 'ur6WJdAAAAAJ', '_FgiI_gAAAAJ', 'XfDuilYAAAAJ', 'xkVYxaUAAAAJ', 'TEeJBrgAAAAJ', '5won0ecAAAAJ', 'OYWueH0AAAAJ', 'lewB4mUAAAAJ', '2eKBXzEAAAAJ', 'M5O4eb0AAAAJ', 'mWI7_wsAAAAJ', '2QUCSUAAAAAJ', 'ejc2ZagAAAAJ', 'Cm1GHigAAAAJ', '7GGe5N8AAAAJ', 'x1_cXy8AAAAJ', 'uV7Wm6UAAAAJ', 'IhUH9a8AAAAJ', 'XLJZhpwAAAAJ', 'EardHKwAAAAJ', 'vdLhkkQAAAAJ', 'LvVu9qQAAAAJ', 'xGjYKGsAAAAJ', 'nxgx4nwAAAAJ', 'pVjfJpYAAAAJ', 'QJMNeW4AAAAJ', 'DCmLNSIAAAAJ', 'NS3C85gAAAAJ', 'LBvyV1gAAAAJ', 'ThR2FrQAAAAJ']"
Marie Weiss,W-Co7voAAAAJ,INRAE,"['remote sensing', 'vegetation', 'leaf area index']",16703,361,"['OZQPK1sAAAAJ', 'TG_8BxwAAAAJ', 'YgRkvHsAAAAJ', 'NczWU8AAAAAJ', 'etseEEcAAAAJ', 'rXauH9AAAAAJ', 'o3be1b8AAAAJ', '9h6P3xoAAAAJ', 'pu5ODT4AAAAJ', 'fPmQJQ4AAAAJ', 'GtNhn6sAAAAJ', '7866HUIAAAAJ', '5IbJQPcAAAAJ', 'H793nr4AAAAJ', 'eDpToKcAAAAJ', 'czs5BCUAAAAJ', 'p4qGkX4AAAAJ', '6RGE_KYAAAAJ', 'Ug11SrkAAAAJ', 'jFUgN6MAAAAJ', 'JvAri0MAAAAJ', 'DEdszCYAAAAJ', 'LivmXskAAAAJ', '6iIhO3kAAAAJ', 'z-jnOnwAAAAJ', 'Q3ew2ZAAAAAJ', 'tB7vkh8AAAAJ', 'kX3-4HnYyfwC', 'AZoQ20oAAAAJ']"
Yuki Nakamura,AvoaipUAAAAJ,RIKEN Center for Sustainable Resource Science (CSRS),['Plant Science'],2909,83,[]
Dominique Bergmann,mywyfl8AAAAJ,"Professor of Biology, Stanford University","['Developmental Biology', 'Plant Biology']",9819,126,"['zVxV-zQAAAAJ', 'gF_2tpoAAAAJ', 'Bf3uuhcAAAAJ', 'JMHXmgwAAAAJ', 'gzMHXHoAAAAJ', '3-zimMQAAAAJ', '5k8wtgkAAAAJ', 'pFIoo0kAAAAJ', 'S_JUr1MAAAAJ', 'LKBkoRcAAAAJ', 'uKaecHkAAAAJ', 'bgAgsb0AAAAJ', 'CXXYxf4AAAAJ', 'DSbbGNIAAAAJ', 'REoHRWMAAAAJ', '1WSTZEIAAAAJ', 'o14NeOcAAAAJ', 'BeMOIOoAAAAJ', 'kcppR5kAAAAJ', 'pjH7e8IAAAAJ', '7W1jcsUAAAAJ', 'aP1LRGMAAAAJ']"
Weibing Yang,jnPGdUgAAAAJ,CAS Center for Excellence in Molecular Plant Science (CEMPS)/Centre of Excellence for Plant and Microbial Science (CEPAMS),['Plant Development'],1273,30,[]
Tom Misteli,32WGiuQAAAAJ,National Cancer Institute,[],50944,375,[]
Akiko Sugio,D2AYL24AAAAJ,Research Director INRAE IGEPP,['plant-pest interactions'],3877,63,"['Ev4Ns3MAAAAJ', '1YLYG1QAAAAJ', 'RYFvFFIAAAAJ', 'epojgGUAAAAJ', 'fF4R40cAAAAJ', 'swdGXfQAAAAJ', 'RFYyDvgAAAAJ', '6j-RhFMAAAAJ', 'L-TTpcoAAAAJ']"
Paul Bailey,pRQe6ooAAAAJ,"Royal Botanic Gardens, Kew",['Bioinformatics'],7109,59,[]
Anil Grover,adrAdecAAAAJ,"Professor of Plant Molecular Biology, Delhi University",['Plant Molecular Biology and Biotechnology'],7048,137,['DbhC_D4AAAAJ']
John Mullet,ECVtqiIAAAAJ,"Professor, Department of Biochemistry & Biophysics, Texas A&M University","['plant genomics', 'plant physiology', 'plant genetics']",31709,317,[]
liliane schoofs,Fp2-p_AAAAAJ,KU Leuven,['biology'],22500,961,[]
Adrián Schwarzenberg,teKP2fAAAAAJ,"Metabolomics scientist, KAUST",['metabolomics'],561,25,[]
Sarah A. Teichmann,ZMEr7wIAAAAJ,Wellcome Sanger Institute & University of Cambridge,"['Genomics', 'bioinformatics', 'biophysics', 'immunology']",69713,523,"['oflcSSoAAAAJ', 'x-aFuwMAAAAJ', '9ad1lEkAAAAJ', 'UKF3Bf0AAAAJ', 'ClSXZ4IAAAAJ', 'jdDpvE4AAAAJ', 'QXjffE0AAAAJ', 'Y6Yzy-8AAAAJ', 'RpwtNr4AAAAJ', 'GJqr-KIAAAAJ', '7p6iOO4AAAAJ', 'm72LMXYAAAAJ', 'hZ3aJ-AAAAAJ', 'JgkVmPEAAAAJ', 'YvjuUugAAAAJ', '8n-iVhwAAAAJ', 'sqWpn2AAAAAJ', 'tDcHq2EAAAAJ', 'V0t50CoAAAAJ', 'IivcI9QAAAAJ', 'fa9I3x0AAAAJ', 'QOTOk5AAAAAJ', 'AaPKbPAAAAAJ', 'rm7KRmUAAAAJ', 'H5qZ7wYAAAAJ', 'aS_TLX4AAAAJ', 'DkZ-IyYAAAAJ', '1rO92wQAAAAJ', 'aeFiGY8AAAAJ', 'amZ7iFgAAAAJ', 'h1YCYgEAAAAJ', 'b_0jLYIAAAAJ', '7_CjBI8AAAAJ', 'BZ9TKhUAAAAJ', 'mDi5bukAAAAJ', 'Be0kLacAAAAJ', 'm8yoviIAAAAJ', 'LvkRz3UAAAAJ', 'zHC1yBQAAAAJ', '5rbSpYYAAAAJ', 'SfDzdgEAAAAJ', 'cuyRZ88AAAAJ', '70F--3MAAAAJ', 'I_QcK7oAAAAJ', 'pxkP0GQAAAAJ', 'AbEX8KoAAAAJ', 'zVjmhJ8AAAAJ', 'IFu7XnQAAAAJ', '_krQGgoAAAAJ', 'iOuvnPMAAAAJ', 'ZBTVoPcAAAAJ', '8McfX8gAAAAJ', 'gI8o6x8AAAAJ', 'z_1mfIkAAAAJ', 'iuBGuyIAAAAJ', 'K74MpBUAAAAJ', 'PjCDBjIAAAAJ', 'ZEQpN4sAAAAJ', 'juRyCc0AAAAJ', 'lmGiNikAAAAJ', 'DFAVbYwAAAAJ', 'F4P3ghEAAAAJ', 'jBr0cxUAAAAJ', 'mIt9KSMAAAAJ', 'CjQq6yYAAAAJ', 'xEHl3qAAAAAJ', 'Kv9AbjMAAAAJ', 'xsmZaZoAAAAJ', 'BA7BnHYAAAAJ', 'xargHfkAAAAJ', 'jXWewPgAAAAJ', 'Ok6uF9kAAAAJ', 'px8Y8xAAAAAJ', 'Etm4xRUAAAAJ', '3lT7CoMAAAAJ']"
Shusei Sato,d8O5OH0AAAAJ,"Graduate School of Life Sciences, Tohoku University","['Genome biology', 'Plant-microbe interactions', 'Comparative genomics']",62224,604,[]
Lauri Jauhiainen,EpbSSIYAAAAJ,"Senior Scientist, Natural Resources Institute Finland (LUKE)",[],5068,474,[]
